Ensembl_id chr start end gene order expression
ENSMUST00000225522.1 14 40294119 40295530 Gm4817 1975 0
ENSMUST00000158089.1 14 40318071 40318250 Gm22726 1976 0
ENSMUST00000223953.1 14 40329443 40329717 Gm48028 1977 0
ENSMUST00000177872.1 14 40421514 40421621 Gm24388 1978 0
ENSMUST00000225248.1 14 40449116 40449621 Gm2791 1979 0
ENSMUST00000182253.1 14 40557237 40558240 Gm5205 1980 0
ENSMUST00000225171.1 14 40747226 40748499 Gm48040 1981 0
ENSMUST00000070328.9 14 40813788 40853305 Sh2d4b 1982 0
ENSMUST00000047652.5 14 40906444 40966807 Tspan14 1985 0
ENSMUST00000022317.14 14 40993739 41013775 Prxl2a 1988 0
ENSMUST00000022316.5 14 41049116 41069208 Dydc2 1998 0
ENSMUST00000224095.1 14 41053652 41061614 Gm47547 1999 0
ENSMUST00000022315.11 14 41072910 41092190 Dydc1 2000 0
ENSMUST00000225720.1 14 41105034 41124412 Mat1a 2003 0
ENSMUST00000022314.9 14 41131781 41134476 Sftpa1 2006 0
ENSMUST00000225779.1 14 41148911 41149104 Gm7920 2008 0
ENSMUST00000225792.1 14 41151457 41159601 Mbl1 2009 0
ENSMUST00000077136.4 14 41172213 41185149 Sftpd 2011 0
ENSMUST00000224939.1 14 41191400 41191653 Gm47114 2013 0
ENSMUST00000166690.1 14 41219462 41221651 Gm7925 2014 0
ENSMUST00000179754.1 14 41247685 41247792 Gm22823 2015 0
ENSMUST00000172412.1 14 41278804 41288815 Gm2832 2016 0
ENSMUST00000171502.1 14 41307353 41309643 Gm9671 2017 0
ENSMUST00000164613.7 14 41348608 41356839 Gm5798 2018 0
ENSMUST00000166765.1 14 41370174 41372374 Gm2855 2020 0
ENSMUST00000164948.1 14 41381627 41386379 Gm7945 2021 0
ENSMUST00000168128.1 14 41402884 41408281 Gm6482 2022 0
ENSMUST00000168278.1 14 41436815 41439018 Gm7953 2023 0
ENSMUST00000164967.1 14 41448202 41453518 Gm7954 2024 0
ENSMUST00000170173.1 14 41473615 41475917 Gm2878 2025 0
ENSMUST00000169361.1 14 41484231 41489485 Gm3486 2026 0
ENSMUST00000111862.2 14 41517216 41519215 Gm6490 2027 0
ENSMUST00000163167.1 14 41538030 41540815 Gm17061 2028 0
ENSMUST00000167615.1 14 41550119 41555583 Gm7970 2029 0
ENSMUST00000163912.2 14 41573210 41581305 1700049E17Rik2 2030 0
ENSMUST00000169043.1 14 41608856 41611107 Gm17159 2032 0
ENSMUST00000167712.1 14 41619285 41624612 Gm3072 2033 0
ENSMUST00000165903.1 14 41631679 41633816 Gm3077 2034 0
ENSMUST00000111869.2 14 41641178 41646487 Gm3676 2035 0
ENSMUST00000164048.1 14 41673750 41676835 Gm8065 2036 0
ENSMUST00000167440.2 14 41696392 41701885 Gm8068 2037 0
ENSMUST00000224730.1 14 41745916 41750614 Gm7929 2038 0
ENSMUST00000226078.1 14 41767171 41772441 Gm47189 2040 0
ENSMUST00000166987.1 14 41889686 41892459 Gm17062 2041 0
ENSMUST00000168107.1 14 41901812 41907290 Gm7980 2042 0
ENSMUST00000095985.4 14 41924948 41933041 1700049E17Rik1 2043 0
ENSMUST00000168972.1 14 41943994 42003819 1700024B05Rik 2044 0
ENSMUST00000171867.1 14 41946432 41948671 Gm9890 2046 0
ENSMUST00000163566.7 14 41962707 41967927 Gm6401 2047 0
ENSMUST00000111870.2 14 41977872 41983325 Gm3543 2049 0
ENSMUST00000168135.1 14 42025475 42027672 Gm17063 2051 0
ENSMUST00000170403.1 14 42037608 42040012 Gm2930 2052 0
ENSMUST00000168668.1 14 42067058 42070137 Gm7991 2053 0
ENSMUST00000185725.6 14 42089749 42095277 1700091H14Rik 2054 0
ENSMUST00000171388.1 14 42111962 42117369 Gm7951 2056 0
ENSMUST00000167690.1 14 42145892 42148119 Gm17064 2057 0
ENSMUST00000171202.1 14 42157289 42162622 Gm17027 2058 0
ENSMUST00000172006.1 14 42175703 42178006 Gm17166 2059 0
ENSMUST00000168673.1 14 42185390 42190791 Gm3573 2060 0
ENSMUST00000096155.3 14 42218284 42220283 Gm17165 2061 0
ENSMUST00000166586.1 14 42243216 42245444 Gm17038 2062 0
ENSMUST00000166674.1 14 42254658 42260048 Gm17026 2063 0
ENSMUST00000178964.1 14 42274418 42274539 Gm25208 2064 0
ENSMUST00000179867.1 14 42280341 42280462 Gm25892 2065 0
ENSMUST00000169972.1 14 42291906 42297358 Gm9611 2066 0
ENSMUST00000089789.10 14 42310209 42312273 Gm7995 2068 0
ENSMUST00000169013.1 14 42359208 42361450 Gm17164 2070 0
ENSMUST00000169447.1 14 42371349 42373777 Gm2951 2071 0
ENSMUST00000169844.1 14 42411450 42414526 Gm2959 2072 0
ENSMUST00000167326.1 14 42434155 42439673 Gm8005 2073 0
ENSMUST00000224985.1 14 42452904 42453082 Gm49360 2074 0
ENSMUST00000172163.1 14 42463880 42472122 Gm8011 2075 0
ENSMUST00000166052.1 14 42485416 42487658 Gm2966 2076 0
ENSMUST00000170174.1 14 42496883 42502349 Gm8020 2077 0
ENSMUST00000167099.1 14 42518877 42524282 Gm8024 2078 0
ENSMUST00000224774.1 14 42543471 42543704 Gm48134 2079 0
ENSMUST00000171009.1 14 42557050 42560015 Gm8032 2080 0
ENSMUST00000167936.1 14 42582987 42585202 Gm17204 2081 0
ENSMUST00000168320.1 14 42594501 42599882 Gm17124 2082 0
ENSMUST00000180121.1 14 42614225 42614346 Gm25228 2083 0
ENSMUST00000116812.1 14 42624916 42625037 Gm23620 2084 0
ENSMUST00000100697.3 14 42636466 42641917 Gm3633 2085 0
ENSMUST00000100696.7 14 42655937 42658002 Gm10378 2087 0
ENSMUST00000168538.1 14 42685233 42687469 Gm17162 2089 0
ENSMUST00000166883.1 14 42697336 42699767 Gm5929 2090 0
ENSMUST00000160566.2 14 42728271 42731344 Gm3008 2091 0
ENSMUST00000169187.1 14 42752314 42754334 Gm17161 2092 0
ENSMUST00000169384.7 14 42763524 42768821 Gm3015 2093 0
ENSMUST00000163454.1 14 42782882 42785217 Gm3025 2095 0
ENSMUST00000100695.3 14 42792567 42797987 Gm10377 2096 0
ENSMUST00000163570.1 14 42825370 42828470 Gm7152 2097 0
ENSMUST00000163725.2 14 42847979 42853477 Gm21977 2098 0
ENSMUST00000224668.1 14 42866649 42866857 Gm48217 2099 0
ENSMUST00000164236.1 14 42976994 42979191 Gm3102 2100 0
ENSMUST00000165349.1 14 42988341 42993624 Gm8082 2101 0
ENSMUST00000167426.1 14 43000498 43002836 Gm3111 2102 0
ENSMUST00000169756.7 14 43010187 43015628 Gm10376 2103 0
ENSMUST00000171180.1 14 43042969 43045946 Gm6536 2105 0
ENSMUST00000163480.1 14 43060213 43062467 Gm3123 2106 0
ENSMUST00000165136.1 14 43071141 43076643 Gm8094 2107 0
ENSMUST00000225825.1 14 43089444 43095778 Gm49873 2108 0
ENSMUST00000168165.1 14 43100600 43115190 Gm8104 2111 0
ENSMUST00000169632.2 14 43120936 43122471 Cdv3-ps 2112 0
ENSMUST00000226820.1 14 43131403 43146687 Gm49135 2113 0
ENSMUST00000172225.1 14 43133465 43135689 Gm8114 2114 0
ENSMUST00000168726.1 14 43147486 43149893 Gm3141 2115 0
ENSMUST00000223731.1 14 43168627 43178007 Gm49141 2116 0
ENSMUST00000168619.1 14 43179866 43187988 Gm7233 2119 0
ENSMUST00000165395.1 14 43211908 43214147 Gm7316 2120 0
ENSMUST00000165988.1 14 43229831 43235304 Gm8122 2121 0
ENSMUST00000223745.1 14 43250589 43258804 Gm49146 2122 0
ENSMUST00000169587.1 14 43258648 43266799 Gm8126 2125 0
ENSMUST00000228840.1 14 43275035 43289618 Gm9732 2126 0
ENSMUST00000171314.1 14 43277418 43279645 Gm17153 2128 0
ENSMUST00000163655.2 14 43288311 43293832 Gm8127 2129 0
ENSMUST00000165969.1 14 43318174 43320397 Gm17155 2131 0
ENSMUST00000165748.1 14 43332700 43334975 Gm17154 2132 0
ENSMUST00000178178.1 14 43342382 43347811 1700001F09Rik 2133 0
ENSMUST00000171913.1 14 43386213 43389182 Gm9597 2134 0
ENSMUST00000226747.1 14 43399150 43400147 Gm49315 2136 0
ENSMUST00000169473.1 14 43410826 43416350 Gm8138 2137 0
ENSMUST00000226177.1 14 43500010 43501007 Gm49072 2138 0
ENSMUST00000228267.1 14 43513571 43517207 Gm21162 2139 0
ENSMUST00000169023.1 14 43543575 43551213 Gm5799 2140 0
ENSMUST00000166927.1 14 43562299 43564547 Gm3216 2141 0
ENSMUST00000166110.1 14 43573842 43579146 Gm17654 2142 0
ENSMUST00000164869.1 14 43593004 43595276 Gm3221 2143 0
ENSMUST00000100692.3 14 43602626 43608013 Gm10375 2144 0
ENSMUST00000172151.1 14 43635673 43638776 Gm8046 2147 0
ENSMUST00000228384.1 14 43646250 43673065 Gm21154 2148 0
ENSMUST00000168739.1 14 43653028 43655027 Gm8161 2149 0
ENSMUST00000095981.4 14 43671961 43677199 Gm8165 2150 0
ENSMUST00000228507.1 14 43697827 43713992 Gm7324 2151 0
ENSMUST00000166437.1 14 43700268 43702426 Gm9672 2152 0
ENSMUST00000168388.2 14 43713382 43715579 Gm17208 2153 0
ENSMUST00000165553.1 14 43722252 43727485 Gm16506 2155 0
ENSMUST00000227376.1 14 43730062 43731362 Gm49078 2156 0
ENSMUST00000228192.1 14 43736458 43736660 Gm49080 2157 0
ENSMUST00000100643.9 14 43747865 43755948 Gm6526 2158 0
ENSMUST00000228724.1 14 43762151 43766637 Gm49965 2160 0
ENSMUST00000172449.1 14 43768933 43771115 Gm9587 2163 0
ENSMUST00000163599.1 14 43779487 43784745 Gm8180 2164 0
ENSMUST00000227406.1 14 43787316 43788616 Gm49082 2165 0
ENSMUST00000227998.1 14 43797288 43797490 Gm49081 2166 0
ENSMUST00000226769.1 14 43798447 43800707 Gm41138 2167 0
ENSMUST00000227212.1 14 43804695 43812383 Gm49083 2172 0
ENSMUST00000100691.3 14 43818764 43819639 Ear1 2173 0
ENSMUST00000161720.1 14 43853728 43854179 Ear-ps12 2176 0
ENSMUST00000178173.1 14 43864916 43865349 Ang-ps2 2177 0
ENSMUST00000161963.1 14 43874874 43875334 Ear-ps9 2178 0
ENSMUST00000161935.1 14 43901684 43902038 Ear-ps8 2180 0
ENSMUST00000177964.1 14 43912991 43913424 Ang-ps3 2181 0
ENSMUST00000159175.1 14 43922719 43923559 Ear10 2182 0
ENSMUST00000160298.1 14 43925389 43933411 Gm8113 2184 0
ENSMUST00000161130.1 14 43940996 43941858 Gm9550 2185 0
ENSMUST00000066719.5 14 43957068 43963072 Ang5 2186 0
ENSMUST00000161287.1 14 43969076 43969518 Ear-ps7 2188 0
ENSMUST00000227597.1 14 43979712 43987466 Gm49087 2189 0
ENSMUST00000161871.1 14 43991713 43992173 Ear-ps10 2190 0
ENSMUST00000096869.2 14 44001825 44002269 Ang6 2191 0
ENSMUST00000159783.1 14 44021599 44022458 Gm8194 2193 0
ENSMUST00000228214.1 14 44026001 44034723 Gm3287 2194 0
ENSMUST00000100689.3 14 44046984 44047450 Ear-ps2 2199 0
ENSMUST00000162314.1 14 44056982 44057418 Ang-ps1 2200 0
ENSMUST00000228110.1 14 44074082 44075921 Gm49099 2201 0
ENSMUST00000161968.1 14 44074560 44075023 Gm16545 2203 0
ENSMUST00000226587.1 14 44092633 44103915 Gm49101 2204 0
ENSMUST00000074839.6 14 44102653 44103534 Ear2 2205 0
ENSMUST00000228520.1 14 44113359 44117887 Gm49102 2206 0
ENSMUST00000228592.1 14 44116575 44116777 Gm49103 2208 0
ENSMUST00000226712.1 14 44120071 44121253 Gm18216 2209 0
ENSMUST00000168906.1 14 44123850 44129043 Gm3327 2210 0
ENSMUST00000171204.1 14 44138384 44140545 Gm8207 2211 0
ENSMUST00000100688.2 14 44163168 44171371 4930503E14Rik 2212 0
ENSMUST00000227115.1 14 44191606 44213237 1700047E10Rik 2215 0
ENSMUST00000166350.1 14 44197660 44203133 Gm8212 2216 0
ENSMUST00000226200.1 14 44210607 44210861 Gm49104 2217 0
ENSMUST00000226371.1 14 44226216 44312200 Gm32857 2218 0
ENSMUST00000227075.1 14 44230930 44231161 Gm49110 2221 0
ENSMUST00000226572.1 14 44265043 44265602 Gm6532 2222 0
ENSMUST00000228513.1 14 44275578 44275796 Gm49111 2223 0
ENSMUST00000164663.7 14 44285579 44291068 Gm8220 2224 0
ENSMUST00000226123.1 14 44306133 44306443 Gm49109 2227 0
ENSMUST00000166178.1 14 44307688 44309906 Gm8224 2228 0
ENSMUST00000111863.8 14 44330441 44338584 Gm5930 2229 0
ENSMUST00000168161.1 14 44365356 44370841 Gm8229 2231 0
ENSMUST00000171785.1 14 44379869 44382093 Gm3370 2232 0
ENSMUST00000172103.1 14 44402670 44408825 Gm3371 2233 0
ENSMUST00000164277.1 14 44433634 44439086 Gm8232 2235 0
ENSMUST00000227020.1 14 44440401 44452387 Gm49779 2236 0
ENSMUST00000180006.1 14 44447791 44450009 Gm21991 2237 0
ENSMUST00000227180.1 14 44472515 44535359 Gm17184 2238 0
ENSMUST00000227102.1 14 44492462 44506345 BC061237 2240 0
ENSMUST00000170427.1 14 44518275 44523444 Gm17093 2242 0
ENSMUST00000171170.1 14 44530796 44533002 Gm17183 2243 0
ENSMUST00000226445.1 14 44544054 44637201 AC160336.1 2244 0
ENSMUST00000165769.7 14 44556794 44562827 Gm5624 2245 0
ENSMUST00000170094.7 14 44583152 44588402 Gm8247 2249 0
ENSMUST00000100687.3 14 44596664 44597228 Gm16439 2252 0
ENSMUST00000228692.1 14 44613532 44617045 Gm8256 2253 0
ENSMUST00000166034.1 14 44623287 44625490 Gm9593 2256 0
ENSMUST00000169583.7 14 44649203 44657357 Gm8257 2257 0
ENSMUST00000177550.1 14 44687490 44689874 Gm21754 2260 0
ENSMUST00000165542.1 14 44701857 44704087 Gm6541 2262 0
ENSMUST00000165003.7 14 44716837 44724987 Gm8267 2263 0
ENSMUST00000228539.1 14 44750439 44767598 Gm34060 2267 0
ENSMUST00000224861.2 14 44753445 44753631 Gm49142 2268 0
ENSMUST00000164622.1 14 44777462 44779762 Gm17187 2269 0
ENSMUST00000227590.1 14 44782570 44783601 Gm49143 2270 0
ENSMUST00000170463.1 14 44804700 44805484 Gm17070 2271 0
ENSMUST00000227858.1 14 44821885 44834142 Gm49145 2272 0
ENSMUST00000227561.1 14 44846049 44846350 Gm34198 2274 0
ENSMUST00000095959.1 14 44851234 44859375 Ptgdr 2275 0
ENSMUST00000099718.9 14 44858670 44958422 Gm16976 2276 0
ENSMUST00000228048.1 14 44905747 44906516 Gm18524 2279 0
ENSMUST00000228907.1 14 44933162 44934206 Gm49148 2280 0
ENSMUST00000227025.1 14 44939101 44939266 Gm49147 2281 0
ENSMUST00000199328.1 14 44947442 44947511 Mir327 2286 0
ENSMUST00000228169.1 14 44955214 44961307 4930431P03Rik 2287 0
ENSMUST00000227028.1 14 44955216 44989624 Gm49364 2289 0
ENSMUST00000168000.1 14 44972267 45006900 Gm17173 2298 0
ENSMUST00000046891.5 14 44988194 45003820 Ptger2 2302 0
ENSMUST00000228441.1 14 45056496 45102094 Gm49180 2304 0
ENSMUST00000228799.1 14 45090614 45091900 Gm21010 2305 0
ENSMUST00000227286.1 14 45113703 45114112 Gm49181 2306 0
ENSMUST00000228403.1 14 45114400 45114708 Gm49183 2307 0
ENSMUST00000228126.1 14 45130033 45130384 Gm49184 2308 0
ENSMUST00000139526.8 14 45133464 45219425 Txndc16 2309 0
ENSMUST00000118407.1 14 45211522 45212432 Gm15765 2319 0
ENSMUST00000227086.1 14 45219716 45224713 Gpr137c 2322 0
ENSMUST00000227166.1 14 45273249 45274723 Gm49194 2329 0
ENSMUST00000022378.8 14 45283086 45318572 Ero1l 2330 0
ENSMUST00000022380.8 14 45329787 45349705 Psmc6 2336 0
ENSMUST00000226873.1 14 45351092 45385507 Styx 2346 0
ENSMUST00000046191.8 14 45376333 45388961 Gnpnat1 2355 0
ENSMUST00000179366.1 14 45404839 45404960 Gm25353 2365 0
ENSMUST00000227172.1 14 45442753 45447073 Gm34250 2366 0
ENSMUST00000045905.13 14 45458794 45530118 Fermt2 2368 0
ENSMUST00000158144.1 14 45461362 45461645 Gm22637 2369 0
ENSMUST00000228572.1 14 45484644 45492085 9630050E16Rik 2374 0
ENSMUST00000228591.1 14 45530357 45544887 4930527F14Rik 2376 0
ENSMUST00000228455.1 14 45541172 45543567 Gm41144 2377 0
ENSMUST00000228149.1 14 45546407 45558173 Gm5206 2380 0
ENSMUST00000228939.1 14 45551837 45554402 Gm49123 2381 0
ENSMUST00000226558.1 14 45563833 45595335 Gm15601 2383 0
ENSMUST00000228948.1 14 45565530 45586120 Gm49124 2384 0
ENSMUST00000111828.3 14 45588466 45658142 Ddhd1 2386 0
ENSMUST00000227258.1 14 45612771 45614066 Gm49125 2395 0
ENSMUST00000175426.1 14 45657960 45658053 Mir5131 2400 0
ENSMUST00000228352.1 14 45660769 45667340 A530076I17Rik 2401 0
ENSMUST00000117730.2 14 45704535 45713723 Gm7206 2403 0
ENSMUST00000117292.1 14 45713131 45713324 Gm15516 2404 0
ENSMUST00000131006.1 14 45754688 45993170 Gm15218 2405 0
ENSMUST00000121261.1 14 45858075 45858546 Gm8317 2406 0
ENSMUST00000120730.1 14 45919086 45919465 Gm15220 2407 0
ENSMUST00000226223.1 14 45925933 45926197 Gm46475 2408 0
ENSMUST00000226359.1 14 45943999 45991037 Gm49192 2409 0
ENSMUST00000117504.1 14 46027427 46028784 Gm6580 2410 0
ENSMUST00000194871.1 14 46044459 46061149 Gm37257 2411 0
ENSMUST00000227415.1 14 46084027 46085000 Gm1821 2412 0
ENSMUST00000141358.1 14 46379413 46383418 Gm15217 2414 0
ENSMUST00000074077.11 14 46383519 46390669 Bmp4 2417 0
ENSMUST00000127359.1 14 46387518 46389282 Gm15222 2421 0
ENSMUST00000144439.1 14 46436854 46454535 Gm15221 2423 0
ENSMUST00000226173.1 14 46454341 46456456 Gm48910 2424 0
ENSMUST00000227092.1 14 46461161 46463520 Gm48911 2425 0
ENSMUST00000227282.1 14 46481227 46493690 Gm34756 2426 0
ENSMUST00000227980.1 14 46482224 46516442 Gm48912 2427 0
ENSMUST00000228533.1 14 46528175 46611010 Gm49319 2428 0
ENSMUST00000129910.1 14 46556302 46568344 E130120K24Rik 2430 0
ENSMUST00000227803.1 14 46568262 46587983 Rubie 2431 0
ENSMUST00000226569.1 14 46602805 46637423 4933425B07Rik 2435 0
ENSMUST00000226841.1 14 46607551 46608952 Gm18761 2436 0
ENSMUST00000226949.1 14 46645816 46673775 D330046F09Rik 2438 0
ENSMUST00000226186.1 14 46671701 46672650 Gm48917 2439 0
ENSMUST00000226531.1 14 46743214 46746399 Gm48924 2441 0
ENSMUST00000067426.5 14 46760540 46771669 Cdkn3 2442 0
ENSMUST00000015903.11 14 46775566 46788411 Cnih1 2446 0
ENSMUST00000226700.1 14 46787632 46788530 Gm48933 2449 0
ENSMUST00000228616.1 14 46804134 46806151 Gm48939 2450 0
ENSMUST00000079314.11 14 46808148 46822242 Gmfb 2451 0
ENSMUST00000181311.1 14 46829108 46832027 Gm10101 2459 0
ENSMUST00000068532.9 14 46832124 46854193 Cgrrf1 2461 0
ENSMUST00000228424.1 14 46844812 46845480 Gm48949 2466 0
ENSMUST00000228370.1 14 46866575 46882757 Gm34934 2467 0
ENSMUST00000022386.14 14 46882853 47103150 Samd4 2470 0
ENSMUST00000228355.1 14 46883697 46885064 2810457G06Rik 2474 0
ENSMUST00000228844.1 14 46893519 46896483 Gm48958 2476 0
ENSMUST00000184478.1 14 46954829 46954928 Mir378c 2477 0
ENSMUST00000161397.1 14 46961439 46965684 Gm15562 2478 0
ENSMUST00000127429.1 14 47097678 47116161 Gm10371 2485 0
ENSMUST00000228734.1 14 47116295 47120439 Gm49132 2487 0
ENSMUST00000089959.6 14 47153894 47189413 Gch1 2488 0
ENSMUST00000226396.1 14 47162376 47162634 Gm49134 2490 0
ENSMUST00000226918.1 14 47177882 47178546 Gm18811 2491 0
ENSMUST00000228847.1 14 47199869 47200120 Gm49136 2492 0
ENSMUST00000228694.1 14 47214134 47214738 Gm49137 2493 0
ENSMUST00000187531.7 14 47240943 47276832 Wdhd1 2494 0
ENSMUST00000228742.1 14 47261831 47262186 Gm49149 2499 0
ENSMUST00000122699.1 14 47270858 47270964 Gm24378 2500 0
ENSMUST00000228623.1 14 47276369 47276796 Gm49150 2502 0
ENSMUST00000065562.5 14 47276930 47296102 Socs4 2503 0
ENSMUST00000227190.1 14 47297507 47298542 Gm9502 2505 0
ENSMUST00000227941.1 14 47298265 47301370 Mapk1ip1l 2506 0
ENSMUST00000228200.1 14 47301981 47305485 Gm49189 2509 0
ENSMUST00000227470.1 14 47320409 47321056 Gm49190 2512 0
ENSMUST00000151405.8 14 47367750 47381628 Lgals3 2513 0
ENSMUST00000043296.9 14 47387778 47418407 Dlgap5 2519 0
ENSMUST00000226636.1 14 47419757 47420189 Gm8353 2528 0
ENSMUST00000226648.1 14 47422416 47427570 Gm48975 2529 0
ENSMUST00000226395.1 14 47450420 47529449 Fbxo34 2530 0
ENSMUST00000228735.1 14 47491567 47492783 Gm48986 2542 0
ENSMUST00000228204.1 14 47502943 47508187 Gm35166 2543 0
ENSMUST00000226299.1 14 47540892 47570649 Atg14 2546 0
ENSMUST00000228568.1 14 47541979 47544217 Gm49004 2548 0
ENSMUST00000228790.1 14 47569525 47569774 Gm6616 2551 0
ENSMUST00000187839.7 14 47648447 47739894 Ktn1 2552 0
ENSMUST00000228165.1 14 47755091 47757493 4930538L07Rik 2578 0
ENSMUST00000226126.1 14 47790967 47805349 Gm41148 2581 0
ENSMUST00000228127.1 14 47800739 47801465 Gm49302 2583 0
ENSMUST00000226509.1 14 47805234 47823104 Gm35360 2584 0
ENSMUST00000228579.1 14 47898850 47900094 4930447J18Rik 2586 0
ENSMUST00000228393.1 14 47960018 47973713 Gm49303 2590 0
ENSMUST00000227382.1 14 47991527 47993803 Gm49304 2591 0
ENSMUST00000227352.1 14 47993940 47997714 Gm49305 2592 0
ENSMUST00000228584.1 14 48047010 48058470 Gm49306 2593 0
ENSMUST00000180532.1 14 48079374 48079752 Gm6055 2594 0
ENSMUST00000073150.5 14 48120822 48260888 Peli2 2595 0
ENSMUST00000228011.1 14 48129484 48130163 9530086P17Rik 2600 0
ENSMUST00000228432.1 14 48134223 48137246 Gm49310 2601 0
ENSMUST00000227419.1 14 48196759 48198030 Gm49307 2604 0
ENSMUST00000181413.2 14 48227200 48228206 Gm6498 2606 0
ENSMUST00000228144.1 14 48360577 48362615 1700128I11Rik 2607 0
ENSMUST00000116872.1 14 48364336 48364402 Gm23881 2608 0
ENSMUST00000228744.1 14 48387113 48388005 Gm18962 2609 0
ENSMUST00000182522.1 14 48408617 48409618 Gm3534 2610 0
ENSMUST00000227440.1 14 48446123 48520368 Tmem260 2611 0
ENSMUST00000227235.1 14 48518235 48524698 Gm49519 2623 0
ENSMUST00000227321.1 14 48530357 48532665 Gm49096 2627 0
ENSMUST00000228808.1 14 48537990 48545022 4930572G02Rik 2628 0
ENSMUST00000228323.1 14 48590598 48596402 Gm49120 2633 0
ENSMUST00000228915.1 14 48636140 48639714 Gm35766 2634 0
ENSMUST00000228502.1 14 48643460 48649774 Gm49151 2636 0
ENSMUST00000157131.1 14 48652498 48652602 Gm23469 2637 0
ENSMUST00000226501.1 14 48657676 48667515 Otx2 2638 0
ENSMUST00000228743.1 14 48668707 48672413 Otx2os1 2649 0
ENSMUST00000227889.1 14 48672093 48673899 Gm49154 2655 0
ENSMUST00000226751.1 14 48695600 48695981 Gm48909 2657 0
ENSMUST00000175463.1 14 48695981 48696088 Gm25380 2658 0
ENSMUST00000227165.1 14 48704183 48706120 Gm49153 2659 0
ENSMUST00000227438.1 14 48727413 48740809 Gm49156 2660 0
ENSMUST00000175376.1 14 48769353 48769458 Gm22699 2661 0
ENSMUST00000226916.1 14 48814420 48815729 Gm49152 2662 0
ENSMUST00000226725.1 14 48834167 48834534 Gm46453 2663 0
ENSMUST00000226324.1 14 48867328 48867800 Gm49155 2664 0
ENSMUST00000227492.1 14 48870257 48881834 Gm534 2665 0
ENSMUST00000227742.1 14 48878585 48880093 4933429O19Rik 2666 0
ENSMUST00000157129.1 14 49001716 49001836 Gm23470 2671 0
ENSMUST00000162175.8 14 49004089 49066653 Exoc5 2672 0
ENSMUST00000226647.1 14 49023929 49028569 Gm49204 2677 0
ENSMUST00000227431.1 14 49066096 49082810 Ap5m1 2680 0
ENSMUST00000227409.1 14 49103506 49122702 Rpl19-ps3 2688 0
ENSMUST00000153488.8 14 49172225 49190885 Naa30 2691 0
ENSMUST00000228677.1 14 49217778 49220047 Gm48935 2696 0
ENSMUST00000022398.14 14 49219587 49245474 ccdc198 2698 0
ENSMUST00000228809.1 14 49220897 49223364 Gm48936 2699 0
ENSMUST00000227634.1 14 49298518 49299273 Slc35f4 2704 0
ENSMUST00000228016.1 14 49299835 49304512 Gm48940 2707 0
ENSMUST00000158791.1 14 49520028 49520169 Gm22116 2711 0
ENSMUST00000158562.1 14 49573213 49573318 Gm22949 2712 0
ENSMUST00000036972.13 14 49675951 49783383 Armh4 2713 0
ENSMUST00000115992.3 14 49713245 49713622 Gm16082 2715 0
ENSMUST00000226994.1 14 49722651 49744296 Gm36146 2716 0
ENSMUST00000228396.1 14 49736657 49738009 Gm48950 2718 0
ENSMUST00000226894.1 14 49747250 49748193 Gm48948 2719 0
ENSMUST00000158313.1 14 49788283 49788369 Gm22989 2720 0
ENSMUST00000227959.1 14 49802784 49807277 Gm8417 2721 0
ENSMUST00000053290.7 14 49894257 49901941 Olfr722 2723 0
ENSMUST00000164157.1 14 49928562 49929568 Olfr723 2725 0
ENSMUST00000213390.1 14 49960022 49963274 Olfr724 2727 0
ENSMUST00000227648.1 14 49984922 49985274 Gm49133 2729 0
ENSMUST00000206920.2 14 50034313 50040375 Olfr725 2730 0
ENSMUST00000193092.1 14 50061359 50064390 Gm37194 2732 0
ENSMUST00000215105.1 14 50083569 50090931 Olfr726 2733 0
ENSMUST00000215317.1 14 50123185 50128746 Olfr727 2741 0
ENSMUST00000215329.1 14 50133757 50142628 Olfr728 2743 0
ENSMUST00000215451.1 14 50144730 50152899 Olfr729 2748 0
ENSMUST00000215779.1 14 50183295 50188189 Olfr730 2752 0
ENSMUST00000214388.1 14 50233530 50241704 Olfr731 2755 0
ENSMUST00000213701.1 14 50278472 50284206 Olfr732 2759 0
ENSMUST00000214372.1 14 50295890 50301522 Olfr733 2761 0
ENSMUST00000217152.1 14 50316505 50326761 Olfr734 2765 0
ENSMUST00000216634.1 14 50342611 50348872 Olfr735 2768 0
ENSMUST00000185091.1 14 50357913 50363663 Tlr11 2770 0
ENSMUST00000213402.1 14 50381162 50394192 Olfr736 2772 0
ENSMUST00000214320.1 14 50407567 50415438 Olfr738 2777 0
ENSMUST00000205382.1 14 50411177 50411460 Olfr737-ps1 2779 0
ENSMUST00000216949.1 14 50418625 50427888 Olfr739 2781 0
ENSMUST00000214792.1 14 50445544 50456933 Olfr740 2783 0
ENSMUST00000205518.2 14 50472737 50488338 Olfr741 2785 0
ENSMUST00000217437.1 14 50503599 50517145 Olfr742 2788 0
ENSMUST00000215793.1 14 50521838 50534955 Olfr743 2791 0
ENSMUST00000227085.1 14 50552867 50553828 Gm19109 2793 0
ENSMUST00000213668.1 14 50614878 50619839 Olfr744 2794 0
ENSMUST00000213127.1 14 50639387 50643885 Olfr745 2797 0
ENSMUST00000206749.1 14 50645387 50645670 Gm45192 2800 0
ENSMUST00000218546.1 14 50647082 50654183 Olfr746 2801 0
ENSMUST00000227826.1 14 50670387 50672234 Gm18762 2803 0
